#                PTC                  CN               Count
             -1.8165                   3                   0
             -1.8165                   4       0.01699414835
             -1.8165                   5       0.05364819381
             -1.8165                   6       0.08730327191
             -1.8165                   7       0.04665060331
             -1.8165                   8        0.0273239248
             -1.8165                   9                   0
             -1.8165                  10                   0
             -1.8165                  11                   0
             -1.8165                  12                   0
             -1.8165                  13                   0
             -1.8165                  14                   0
             -1.8095                   0                   0
             -1.8095                   1                   0
             -1.8095                   2                   0
             -1.8095                   3     0.0003332185951
             -1.8095                   4       0.01299552521
             -1.8095                   5       0.06497762604
             -1.8095                   6       0.08830292769
             -1.8095                   7       0.05231531943
             -1.8095                   8        0.0273239248
             -1.8095                   9                   0
             -1.8095                  10                   0
             -1.8095                  11                   0
             -1.8095                  12                   0
             -1.8095                  13                   0
             -1.8095                  14                   0
             -1.8025                   0                   0
             -1.8025                   1                   0
             -1.8025                   2                   0
             -1.8025                   3     0.0003332185951
             -1.8025                   4      0.009996557852
             -1.8025                   5       0.06131222149
             -1.8025                   6       0.08996902067
             -1.8025                   7       0.05164888223
             -1.8025                   8       0.02799036199
             -1.8025                   9                   0
             -1.8025                  10                   0
             -1.8025                  11                   0
             -1.8025                  12                   0
             -1.8025                  13                   0
             -1.8025                  14                   0
             -1.7955                   0                   0
             -1.7955                   1                   0
             -1.7955                   2                   0
             -1.7955                   3     0.0009996557852
             -1.7955                   4       0.01399518099
             -1.7955                   5       0.06997590496
             -1.7955                   6       0.09163511364
             -1.7955                   7       0.04565094752
             -1.7955                   8       0.02799036199
             -1.7955                   9                   0
             -1.7955                  10                   0
             -1.7955                  11                   0
             -1.7955                  12                   0
             -1.7955                  13                   0
             -1.7955                  14                   0
             -1.7885                   0                   0
             -1.7885                   1                   0
             -1.7885                   2                   0
             -1.7885                   3                   0
             -1.7885                   4       0.01432839959
             -1.7885                   5       0.07730671405
             -1.7885                   6       0.09030223926
             -1.7885                   7        0.0539814124
             -1.7885                   8       0.02865679918
             -1.7885                   9                   0
             -1.7885                  10                   0
             -1.7885                  11                   0
             -1.7885                  12                   0
             -1.7885                  13                   0
             -1.7885                  14                   0
             -1.7815                   0                   0
             -1.7815                   1                   0
             -1.7815                   2                   0
             -1.7815                   3     0.0006664371901
             -1.7815                   4       0.01799380413
             -1.7815                   5       0.07963924422
             -1.7815                   6       0.09763304835
             -1.7815                   7       0.04531772893
             -1.7815                   8       0.02465817603
             -1.7815                   9     0.0003332185951
             -1.7815                  10                   0
             -1.7815                  11                   0
             -1.7815                  12                   0
             -1.7815                  13                   0
             -1.7815                  14                   0
             -1.7745                   0                   0
             -1.7745                   1                   0
             -1.7745                   2                   0
             -1.7745                   3     0.0006664371901
             -1.7745                   4       0.01899345992
             -1.7745                   5       0.08197177439
             -1.7745                   6       0.09263476943
             -1.7745                   7       0.05264853802
             -1.7745                   8       0.02799036199
             -1.7745                   9     0.0003332185951
             -1.7745                  10                   0
             -1.7745                  11                   0
             -1.7745                  12                   0
             -1.7745                  13                   0
             -1.7745                  14                   0
             -1.7675                   0                   0
             -1.7675                   1                   0
             -1.7675                   2                   0
             -1.7675                   3     0.0003332185951
             -1.7675                   4       0.02332530165
             -1.7675                   5       0.08963580207
             -1.7675                   6         0.110295355
             -1.7675                   7       0.04798347769
             -1.7675                   8       0.02332530165
             -1.7675                   9     0.0003332185951
             -1.7675                  10                   0
             -1.7675                  11                   0
             -1.7675                  12                   0
             -1.7675                  13                   0
             -1.7675                  14                   0
             -1.7605                   0                   0
             -1.7605                   1                   0
             -1.7605                   2                   0
             -1.7605                   3     0.0006664371901
             -1.7605                   4        0.0199931157
             -1.7605                   5       0.08563717893
             -1.7605                   6       0.09996557852
             -1.7605                   7       0.04831669628
             -1.7605                   8       0.03165576653
             -1.7605                   9                   0
             -1.7605                  10                   0
             -1.7605                  11                   0
             -1.7605                  12                   0
             -1.7605                  13                   0
             -1.7605                  14                   0
             -1.7535                   0                   0
             -1.7535                   1                   0
             -1.7535                   2                   0
             -1.7535                   3     0.0003332185951
             -1.7535                   4       0.02565783182
             -1.7535                   5       0.09230155083
             -1.7535                   6        0.1099621364
             -1.7535                   7       0.04864991488
             -1.7535                   8       0.02965645496
             -1.7535                   9                   0
             -1.7535                  10                   0
             -1.7535                  11                   0
             -1.7535                  12                   0
             -1.7535                  13                   0
             -1.7535                  14                   0
             -1.7465                   0                   0
             -1.7465                   1                   0
             -1.7465                   2                   0
             -1.7465                   3       0.00133287438
             -1.7465                   4       0.01932667851
             -1.7465                   5       0.09130189505
             -1.7465                   6        0.1219580058
             -1.7465                   7       0.05564750538
             -1.7465                   8        0.0339882967
             -1.7465                   9                   0
             -1.7465                  10                   0
             -1.7465                  11                   0
             -1.7465                  12                   0
             -1.7465                  13                   0
             -1.7465                  14                   0
             -1.7395                   0                   0
             -1.7395                   1                   0
             -1.7395                   2                   0
             -1.7395                   3     0.0009996557852
             -1.7395                   4       0.02599105041
             -1.7395                   5       0.09630017397
             -1.7395                   6        0.1166265083
             -1.7395                   7       0.05164888223
             -1.7395                   8       0.02865679918
             -1.7395                   9                   0
             -1.7395                  10                   0
             -1.7395                  11                   0
             -1.7395                  12                   0
             -1.7395                  13                   0
             -1.7395                  14                   0
             -1.7325                   0                   0
             -1.7325                   1                   0
             -1.7325                   2                   0
             -1.7325                   3     0.0009996557852
             -1.7325                   4       0.02299208306
             -1.7325                   5        0.1046306389
             -1.7325                   6        0.1186258198
             -1.7325                   7       0.05364819381
             -1.7325                   8       0.02998967356
             -1.7325                   9                   0
             -1.7325                  10                   0
             -1.7325                  11                   0
             -1.7325                  12                   0
             -1.7325                  13                   0
             -1.7325                  14                   0
             -1.7255                   0                   0
             -1.7255                   1                   0
             -1.7255                   2                   0
             -1.7255                   3     0.0009996557852
             -1.7255                   4       0.02332530165
             -1.7255                   5        0.1182926012
             -1.7255                   6        0.1229576616
             -1.7255                   7       0.04931635207
             -1.7255                   8       0.03265542232
             -1.7255                   9                   0
             -1.7255                  10                   0
             -1.7255                  11                   0
             -1.7255                  12                   0
             -1.7255                  13                   0
             -1.7255                  14                   0
             -1.7185                   0                   0
             -1.7185                   1                   0
             -1.7185                   2                   0
             -1.7185                   3     0.0006664371901
             -1.7185                   4       0.02965645496
             -1.7185                   5        0.1126278851
             -1.7185                   6        0.1289555963
             -1.7185                   7       0.06364475166
             -1.7185                   8       0.03198898513
             -1.7185                   9                   0
             -1.7185                  10                   0
             -1.7185                  11                   0
             -1.7185                  12                   0
             -1.7185                  13                   0
             -1.7185                  14                   0
             -1.7115                   0                   0
             -1.7115                   1                   0
             -1.7115                   2                   0
             -1.7115                   3     0.0009996557852
             -1.7115                   4       0.02765714339
             -1.7115                   5        0.1196254756
             -1.7115                   6        0.1172929455
             -1.7115                   7       0.05264853802
             -1.7115                   8       0.02998967356
             -1.7115                   9                   0
             -1.7115                  10                   0
             -1.7115                  11                   0
             -1.7115                  12                   0
             -1.7115                  13                   0
             -1.7115                  14                   0
             -1.7045                   0                   0
             -1.7045                   1                   0
             -1.7045                   2                   0
             -1.7045                   3      0.001666092975
             -1.7045                   4       0.03165576653
             -1.7045                   5        0.1316213451
             -1.7045                   6        0.1409514657
             -1.7045                   7       0.05298175662
             -1.7045                   8       0.03798691984
             -1.7045                   9                   0
             -1.7045                  10                   0
             -1.7045                  11                   0
             -1.7045                  12                   0
             -1.7045                  13                   0
             -1.7045                  14                   0
             -1.6975                   0                   0
             -1.6975                   1                   0
             -1.6975                   2                   0
             -1.6975                   3     0.0006664371901
             -1.6975                   4       0.03098932934
             -1.6975                   5        0.1419511215
             -1.6975                   6         0.136619624
             -1.6975                   7       0.05598072397
             -1.6975                   8       0.03065611075
             -1.6975                   9                   0
             -1.6975                  10                   0
             -1.6975                  11                   0
             -1.6975                  12                   0
             -1.6975                  13                   0
             -1.6975                  14                   0
             -1.6905                   0                   0
             -1.6905                   1                   0
             -1.6905                   2                   0
             -1.6905                   3       0.00133287438
             -1.6905                   4       0.03565438967
             -1.6905                   5        0.1396185913
             -1.6905                   6         0.150614805
             -1.6905                   7       0.05798003554
             -1.6905                   8       0.03798691984
             -1.6905                   9                   0
             -1.6905                  10                   0
             -1.6905                  11                   0
             -1.6905                  12                   0
             -1.6905                  13                   0
             -1.6905                  14                   0
             -1.6835                   0                   0
             -1.6835                   1                   0
             -1.6835                   2                   0
             -1.6835                   3     0.0009996557852
             -1.6835                   4       0.03965301281
             -1.6835                   5        0.1422843401
             -1.6835                   6        0.1602781442
             -1.6835                   7       0.07230843513
             -1.6835                   8       0.03532117108
             -1.6835                   9                   0
             -1.6835                  10                   0
             -1.6835                  11                   0
             -1.6835                  12                   0
             -1.6835                  13                   0
             -1.6835                  14                   0
             -1.6765                   0                   0
             -1.6765                   1                   0
             -1.6765                   2                   0
             -1.6765                   3       0.00199931157
             -1.6765                   4       0.03565438967
             -1.6765                   5        0.1589452698
             -1.6765                   6         0.159611707
             -1.6765                   7       0.05897969133
             -1.6765                   8       0.03798691984
             -1.6765                   9                   0
             -1.6765                  10                   0
             -1.6765                  11                   0
             -1.6765                  12                   0
             -1.6765                  13                   0
             -1.6765                  14                   0
             -1.6695                   0                   0
             -1.6695                   1                   0
             -1.6695                   2                   0
             -1.6695                   3     0.0006664371901
             -1.6695                   4       0.03465473389
             -1.6695                   5        0.1579456141
             -1.6695                   6         0.176939074
             -1.6695                   7       0.06197865868
             -1.6695                   8       0.03765370124
             -1.6695                   9                   0
             -1.6695                  10                   0
             -1.6695                  11                   0
             -1.6695                  12                   0
             -1.6695                  13                   0
             -1.6695                  14                   0
             -1.6625                   0                   0
             -1.6625                   1                   0
             -1.6625                   2                   0
             -1.6625                   3      0.001666092975
             -1.6625                   4       0.04331841736
             -1.6625                   5        0.1669425161
             -1.6625                   6        0.1839366645
             -1.6625                   7       0.06464440744
             -1.6625                   8       0.03532117108
             -1.6625                   9                   0
             -1.6625                  10                   0
             -1.6625                  11                   0
             -1.6625                  12                   0
             -1.6625                  13                   0
             -1.6625                  14                   0
             -1.6555                   0                   0
             -1.6555                   1                   0
             -1.6555                   2                   0
             -1.6555                   3      0.003332185951
             -1.6555                   4       0.05131566364
             -1.6555                   5        0.1712743579
             -1.6555                   6        0.1816041343
             -1.6555                   7       0.06997590496
             -1.6555                   8       0.03965301281
             -1.6555                   9                   0
             -1.6555                  10                   0
             -1.6555                  11                   0
             -1.6555                  12                   0
             -1.6555                  13                   0
             -1.6555                  14                   0
             -1.6485                   0                   0
             -1.6485                   1                   0
             -1.6485                   2                   0
             -1.6485                   3      0.002332530165
             -1.6485                   4       0.04365163595
             -1.6485                   5        0.1779387298
             -1.6485                   6        0.1902678178
             -1.6485                   7       0.06497762604
             -1.6485                   8          0.04031945
             -1.6485                   9                   0
             -1.6485                  10                   0
             -1.6485                  11                   0
             -1.6485                  12                   0
             -1.6485                  13                   0
             -1.6485                  14                   0
             -1.6415                   0                   0
             -1.6415                   1                   0
             -1.6415                   2                   0
             -1.6415                   3       0.00133287438
             -1.6415                   4       0.04798347769
             -1.6415                   5        0.1722740136
             -1.6415                   6        0.2062623103
             -1.6415                   7       0.07530740248
             -1.6415                   8       0.04231876157
             -1.6415                   9                   0
             -1.6415                  10                   0
             -1.6415                  11                   0
             -1.6415                  12                   0
             -1.6415                  13                   0
             -1.6415                  14                   0
             -1.6345                   0                   0
             -1.6345                   1                   0
             -1.6345                   2                   0
             -1.6345                   3      0.002998967356
             -1.6345                   4       0.06131222149
             -1.6345                   5        0.1829370087
             -1.6345                   6        0.1932667851
             -1.6345                   7       0.08163855579
             -1.6345                   8       0.04098588719
             -1.6345                   9                   0
             -1.6345                  10                   0
             -1.6345                  11                   0
             -1.6345                  12                   0
             -1.6345                  13                   0
             -1.6345                  14                   0
             -1.6275                   0                   0
             -1.6275                   1                   0
             -1.6275                   2                   0
             -1.6275                   3      0.002665748761
             -1.6275                   4       0.05964612852
             -1.6275                   5        0.2022636872
             -1.6275                   6        0.2145927752
             -1.6275                   7       0.07164199794
             -1.6275                   8       0.04365163595
             -1.6275                   9                   0
             -1.6275                  10                   0
             -1.6275                  11                   0
             -1.6275                  12                   0
             -1.6275                  13                   0
             -1.6275                  14                   0
             -1.6205                   0                   0
             -1.6205                   1                   0
             -1.6205                   2                   0
             -1.6205                   3     0.0009996557852
             -1.6205                   4       0.05364819381
             -1.6205                   5        0.2025969058
             -1.6205                   6        0.2169253054
             -1.6205                   7       0.07364130951
             -1.6205                   8       0.03998623141
             -1.6205                   9                   0
             -1.6205                  10                   0
             -1.6205                  11                   0
             -1.6205                  12                   0
             -1.6205                  13                   0
             -1.6205                  14                   0
             -1.6135                   0                   0
             -1.6135                   1                   0
             -1.6135                   2                   0
             -1.6135                   3      0.002998967356
             -1.6135                   4       0.06331153306
             -1.6135                   5        0.2082616219
             -1.6135                   6        0.2169253054
             -1.6135                   7       0.07830636984
             -1.6135                   8       0.03898657562
             -1.6135                   9                   0
             -1.6135                  10                   0
             -1.6135                  11                   0
             -1.6135                  12                   0
             -1.6135                  13                   0
             -1.6135                  14                   0
             -1.6065                   0                   0
             -1.6065                   1                   0
             -1.6065                   2                   0
             -1.6065                   3      0.002665748761
             -1.6065                   4       0.06164544009
             -1.6065                   5         0.245248886
             -1.6065                   6        0.2425831372
             -1.6065                   7       0.08030568141
             -1.6065                   8       0.04131910579
             -1.6065                   9                   0
             -1.6065                  10                   0
             -1.6065                  11                   0
             -1.6065                  12                   0
             -1.6065                  13                   0
             -1.6065                  14                   0
             -1.5995                   0                   0
             -1.5995                   1                   0
             -1.5995                   2                   0
             -1.5995                   3      0.005331497521
             -1.5995                   4       0.05664716116
             -1.5995                   5        0.2245893331
             -1.5995                   6        0.2382512955
             -1.5995                   7        0.0876364905
             -1.5995                   8       0.04431807314
             -1.5995                   9                   0
             -1.5995                  10                   0
             -1.5995                  11                   0
             -1.5995                  12                   0
             -1.5995                  13                   0
             -1.5995                  14                   0
             -1.5925                   0                   0
             -1.5925                   1                   0
             -1.5925                   2                   0
             -1.5925                   3      0.003998623141
             -1.5925                   4        0.0676433748
             -1.5925                   5         0.231253705
             -1.5925                   6        0.2525796951
             -1.5925                   7       0.08230499298
             -1.5925                   8       0.04598416612
             -1.5925                   9                   0
             -1.5925                  10                   0
             -1.5925                  11                   0
             -1.5925                  12                   0
             -1.5925                  13                   0
             -1.5925                  14                   0
             -1.5855                   0                   0
             -1.5855                   1                   0
             -1.5855                   2                   0
             -1.5855                   3      0.006331153306
             -1.5855                   4       0.07364130951
             -1.5855                   5        0.2195910541
             -1.5855                   6         0.255911881
             -1.5855                   7        0.0809721186
             -1.5855                   8       0.04498451033
             -1.5855                   9                   0
             -1.5855                  10                   0
             -1.5855                  11                   0
             -1.5855                  12                   0
             -1.5855                  13                   0
             -1.5855                  14                   0
             -1.5785                   0                   0
             -1.5785                   1                   0
             -1.5785                   2                   0
             -1.5785                   3      0.004331841736
             -1.5785                   4       0.05364819381
             -1.5785                   5        0.2579111926
             -1.5785                   6        0.2579111926
             -1.5785                   7       0.08563717893
             -1.5785                   8       0.04898313347
             -1.5785                   9                   0
             -1.5785                  10                   0
             -1.5785                  11                   0
             -1.5785                  12                   0
             -1.5785                  13                   0
             -1.5785                  14                   0
             -1.5715                   0                   0
             -1.5715                   1                   0
             -1.5715                   2                   0
             -1.5715                   3      0.005331497521
             -1.5715                   4       0.08197177439
             -1.5715                   5         0.254245788
             -1.5715                   6        0.2722395922
             -1.5715                   7        0.0876364905
             -1.5715                   8       0.04931635207
             -1.5715                   9                   0
             -1.5715                  10                   0
             -1.5715                  11                   0
             -1.5715                  12                   0
             -1.5715                  13                   0
             -1.5715                  14                   0
             -1.5645                   0                   0
             -1.5645                   1                   0
             -1.5645                   2                   0
             -1.5645                   3      0.004665060331
             -1.5645                   4        0.0813053372
             -1.5645                   5        0.2659084389
             -1.5645                   6        0.2938988008
             -1.5645                   7       0.08530396034
             -1.5645                   8       0.04365163595
             -1.5645                   9                   0
             -1.5645                  10                   0
             -1.5645                  11                   0
             -1.5645                  12                   0
             -1.5645                  13                   0
             -1.5645                  14                   0
             -1.5575                   0                   0
             -1.5575                   1                   0
             -1.5575                   2                   0
             -1.5575                   3      0.002665748761
             -1.5575                   4       0.07830636984
             -1.5575                   5        0.2609101599
             -1.5575                   6        0.2972309868
             -1.5575                   7        0.1022981087
             -1.5575                   8       0.04931635207
             -1.5575                   9                   0
             -1.5575                  10                   0
             -1.5575                  11                   0
             -1.5575                  12                   0
             -1.5575                  13                   0
             -1.5575                  14                   0
             -1.5505                   0                   0
             -1.5505                   1                   0
             -1.5505                   2                   0
             -1.5505                   3      0.007330809091
             -1.5505                   4       0.08363786736
             -1.5505                   5        0.2965645496
             -1.5505                   6        0.2845686802
             -1.5505                   7       0.09330120662
             -1.5505                   8        0.0606457843
             -1.5505                   9                   0
             -1.5505                  10                   0
             -1.5505                  11                   0
             -1.5505                  12                   0
             -1.5505                  13                   0
             -1.5505                  14                   0
             -1.5435                   0                   0
             -1.5435                   1                   0
             -1.5435                   2                   0
             -1.5435                   3      0.005331497521
             -1.5435                   4         0.094634081
             -1.5435                   5        0.3035621401
             -1.5435                   6        0.3105597306
             -1.5435                   7       0.09729982976
             -1.5435                   8       0.06031256571
             -1.5435                   9                   0
             -1.5435                  10                   0
             -1.5435                  11                   0
             -1.5435                  12                   0
             -1.5435                  13                   0
             -1.5435                  14                   0
             -1.5365                   0                   0
             -1.5365                   1                   0
             -1.5365                   2                   0
             -1.5365                   3      0.006331153306
             -1.5365                   4       0.09596695538
             -1.5365                   5        0.3015628285
             -1.5365                   6        0.3018960471
             -1.5365                   7        0.1059635132
             -1.5365                   8       0.05798003554
             -1.5365                   9                   0
             -1.5365                  10                   0
             -1.5365                  11                   0
             -1.5365                  12                   0
             -1.5365                  13                   0
             -1.5365                  14                   0
             -1.5295                   0                   0
             -1.5295                   1                   0
             -1.5295                   2                   0
             -1.5295                   3      0.004998278926
             -1.5295                   4       0.09130189505
             -1.5295                   5        0.3185569769
             -1.5295                   6        0.3205562885
             -1.5295                   7        0.1076296062
             -1.5295                   8       0.05031600785
             -1.5295                   9                   0
             -1.5295                  10                   0
             -1.5295                  11                   0
             -1.5295                  12                   0
             -1.5295                  13                   0
             -1.5295                  14                   0
             -1.5225                   0                   0
             -1.5225                   1                   0
             -1.5225                   2                   0
             -1.5225                   3      0.002665748761
             -1.5225                   4       0.09163511364
             -1.5225                   5        0.3098932934
             -1.5225                   6         0.325887786
             -1.5225                   7        0.1166265083
             -1.5225                   8       0.05964612852
             -1.5225                   9                   0
             -1.5225                  10                   0
             -1.5225                  11                   0
             -1.5225                  12                   0
             -1.5225                  13                   0
             -1.5225                  14                   0
             -1.5155                   0                   0
             -1.5155                   1                   0
             -1.5155                   2                   0
             -1.5155                   3      0.005997934711
             -1.5155                   4        0.1062967318
             -1.5155                   5        0.3342182508
             -1.5155                   6        0.3432151529
             -1.5155                   7         0.106963169
             -1.5155                   8       0.05664716116
             -1.5155                   9                   0
             -1.5155                  10                   0
             -1.5155                  11                   0
             -1.5155                  12                   0
             -1.5155                  13                   0
             -1.5155                  14                   0
             -1.5085                   0                   0
             -1.5085                   1                   0
             -1.5085                   2                   0
             -1.5085                   3      0.005997934711
             -1.5085                   4        0.1202919128
             -1.5085                   5        0.3305528463
             -1.5085                   6        0.3518788364
             -1.5085                   7        0.1012984529
             -1.5085                   8       0.05897969133
             -1.5085                   9                   0
             -1.5085                  10                   0
             -1.5085                  11                   0
             -1.5085                  12                   0
             -1.5085                  13                   0
             -1.5085                  14                   0
             -1.5015                   0                   0
             -1.5015                   1                   0
             -1.5015                   2                   0
             -1.5015                   3      0.008663683472
             -1.5015                   4        0.1066299504
             -1.5015                   5        0.3418822785
             -1.5015                   6        0.3402161856
             -1.5015                   7        0.1189590384
             -1.5015                   8       0.05964612852
             -1.5015                   9                   0
             -1.5015                  10                   0
             -1.5015                  11                   0
             -1.5015                  12                   0
             -1.5015                  13                   0
             -1.5015                  14                   0
             -1.4945                   0                   0
             -1.4945                   1                   0
             -1.4945                   2                   0
             -1.4945                   3      0.007330809091
             -1.4945                   4        0.1146271967
             -1.4945                   5        0.3545445851
             -1.4945                   6         0.352212055
             -1.4945                   7        0.1162932897
             -1.4945                   8       0.06697693761
             -1.4945                   9                   0
             -1.4945                  10                   0
             -1.4945                  11                   0
             -1.4945                  12                   0
             -1.4945                  13                   0
             -1.4945                  14                   0
             -1.4875                   0                   0
             -1.4875                   1                   0
             -1.4875                   2                   0
             -1.4875                   3      0.007997246282
             -1.4875                   4        0.1189590384
             -1.4875                   5        0.3715387335
             -1.4875                   6        0.3602093013
             -1.4875                   7        0.1286223777
             -1.4875                   8       0.06564406323
             -1.4875                   9                   0
             -1.4875                  10                   0
             -1.4875                  11                   0
             -1.4875                  12                   0
             -1.4875                  13                   0
             -1.4875                  14                   0
             -1.4805                   0                   0
             -1.4805                   1                   0
             -1.4805                   2                   0
             -1.4805                   3      0.006331153306
             -1.4805                   4        0.1186258198
             -1.4805                   5        0.3672068918
             -1.4805                   6        0.3652075802
             -1.4805                   7        0.1239573174
             -1.4805                   8       0.06297831447
             -1.4805                   9                   0
             -1.4805                  10                   0
             -1.4805                  11                   0
             -1.4805                  12                   0
             -1.4805                  13                   0
             -1.4805                  14                   0
             -1.4735                   0                   0
             -1.4735                   1                   0
             -1.4735                   2                   0
             -1.4735                   3      0.004998278926
             -1.4735                   4        0.1312881265
             -1.4735                   5        0.3845342587
